05:25:18,05:26:16,58,1
05:51:22,05:52:16,54,1
06:42:28,06:43:16,48,1
06:56:54,06:58:16,82,1
07:03:07,07:07:32,265,3
07:22:22,07:25:24,182,2
07:34:31,07:35:16,45,1
07:43:25,07:46:24,179,2
07:54:03,07:55:16,73,1
08:00:13,08:01:16,63,1
08:07:33,08:08:16,43,1
08:10:13,08:11:16,63,1
08:36:00,08:37:16,76,1
08:46:22,08:47:16,54,1
08:50:15,08:51:16,61,1
09:08:07,09:09:16,69,1
09:10:58,09:12:16,78,1
09:14:13,09:15:16,63,1
09:29:05,09:30:16,71,1
09:35:20,09:36:16,56,1
09:43:29,09:44:16,47,1
09:48:16,09:49:16,60,1
10:09:03,10:11:24,141,2
10:13:56,10:15:16,80,1
10:17:35,10:19:24,109,2
10:29:17,10:30:16,59,1
10:35:32,10:36:16,44,1
10:46:27,10:50:24,237,2
11:09:35,11:10:24,49,2
11:13:15,11:14:16,61,1
11:21:10,11:22:16,66,1
11:29:03,11:30:16,73,1
11:34:08,11:35:16,68,1
11:38:29,11:40:16,107,1
11:53:23,11:54:16,53,1
12:20:39,12:23:32,173,3
12:36:55,12:38:16,81,1
12:44:29,12:45:16,47,1
13:08:50,13:10:16,86,1
13:21:19,13:22:16,57,1
13:24:21,13:25:16,55,1
13:29:24,13:30:16,52,1
13:32:23,13:33:16,53,1
13:36:31,13:37:16,45,1
13:51:30,13:52:16,46,1
13:54:56,13:57:24,148,2
14:09:06,14:10:16,70,1
14:29:39,14:30:24,45,2
14:32:20,14:33:16,56,1
14:39:56,14:44:32,276,3
14:50:10,14:52:24,134,2
15:08:12,15:10:24,132,2
15:26:04,15:27:16,72,1
15:29:30,15:30:16,46,1
15:50:14,15:53:24,190,2
15:57:12,15:58:16,64,1
16:02:07,16:03:16,69,1
16:20:36,16:21:16,40,1
16:29:32,16:30:16,44,1
16:34:15,16:35:16,61,1
16:40:57,16:42:16,79,1
16:48:30,16:50:24,114,2
16:54:22,16:55:16,54,1
17:07:21,17:08:16,55,1
17:15:49,17:19:24,215,2
17:21:24,17:23:24,120,2
17:31:05,17:32:16,71,1
17:45:07,17:46:16,69,1
17:59:04,18:00:16,72,1
18:09:25,18:10:16,51,1
18:21:26,18:26:32,306,3
18:28:31,18:29:16,45,1
18:32:34,18:33:16,42,1
18:35:23,18:36:16,53,1
19:00:33,19:01:16,43,1
19:03:39,19:05:16,97,1
19:16:22,19:17:16,54,1
19:20:41,19:23:24,163,2
19:25:39,19:26:16,37,1
19:28:41,19:29:16,35,1
19:33:07,19:34:16,69,1
19:38:29,19:39:16,47,1
20:00:18,20:01:16,58,1
20:18:19,20:19:16,57,1
20:21:18,20:22:16,58,1
20:36:02,20:37:24,82,2
20:44:17,20:45:16,59,1
20:48:30,20:49:16,46,1
20:53:16,20:56:24,188,2
21:04:36,21:05:16,40,1
21:17:18,21:18:16,58,1
21:28:18,21:29:24,66,2
22:10:31,22:11:16,45,1
22:41:30,22:44:24,174,2
