05:24:59,05:26:16,77,1
05:58:30,05:59:16,46,1
06:16:14,06:17:16,62,1
06:43:48,06:45:16,88,1
06:47:07,06:48:16,69,1
06:49:56,06:54:24,268,2
06:57:08,06:58:16,68,1
07:00:43,07:05:32,289,3
07:22:31,07:25:24,173,2
07:28:51,07:30:16,85,1
07:36:21,07:37:16,55,1
07:55:21,07:57:24,123,2
08:00:29,08:02:24,115,2
08:11:04,08:12:24,80,2
08:13:55,08:15:16,81,1
08:25:32,08:26:16,44,1
08:35:33,08:36:16,43,1
08:52:25,08:53:16,51,1
09:01:02,09:02:16,74,1
09:06:39,09:10:24,225,2
09:12:27,09:15:32,185,3
09:31:16,09:32:16,60,1
09:47:16,09:48:16,60,1
09:59:14,10:01:24,130,2
10:13:36,10:14:16,40,1
10:17:16,10:23:40,384,4
10:29:21,10:31:32,131,3
10:35:20,10:36:16,56,1
10:50:30,10:53:24,174,2
11:06:53,11:08:16,83,1
11:12:42,11:14:24,102,2
11:25:15,11:27:24,129,2
11:32:30,11:35:24,174,2
11:39:12,11:40:16,64,1
11:52:02,11:54:24,142,2
12:01:32,12:02:16,44,1
12:08:30,12:09:16,46,1
12:11:10,12:12:16,66,1
12:20:30,12:22:24,114,2
12:25:10,12:29:24,254,2
12:33:19,12:36:24,185,2
12:39:04,12:40:16,72,1
13:08:16,13:09:16,60,1
13:11:14,13:12:16,62,1
13:14:37,13:15:16,39,1
13:19:34,13:20:16,42,1
13:23:06,13:24:16,70,1
13:29:14,13:30:16,62,1
13:36:38,13:37:16,38,1
13:52:12,13:53:16,64,1
13:56:33,13:57:16,43,1
14:22:25,14:23:16,51,1
14:25:53,14:27:16,83,1
14:31:28,14:32:16,48,1
14:35:27,14:38:24,177,2
14:40:01,14:43:24,203,2
14:48:22,14:49:16,54,1
14:56:07,14:57:16,69,1
14:58:55,15:00:16,81,1
15:10:44,15:12:16,92,1
15:16:08,15:17:16,68,1
15:21:34,15:22:16,42,1
15:26:17,15:27:16,59,1
15:29:29,15:30:16,47,1
15:35:19,15:36:16,57,1
15:41:16,15:42:16,60,1
15:54:04,15:56:24,140,2
15:59:15,16:01:24,129,2
16:22:19,16:23:16,57,1
16:29:27,16:30:16,49,1
16:33:17,16:34:16,59,1
16:41:26,16:45:32,246,3
16:48:25,16:49:16,51,1
17:12:29,17:13:24,55,2
17:17:16,17:18:32,76,3
17:20:25,17:23:48,203,5
17:25:57,17:27:16,79,1
17:29:08,17:32:32,204,3
17:47:04,17:50:24,200,2
17:55:37,17:56:16,39,1
18:01:15,18:02:16,61,1
18:09:32,18:10:16,44,1
18:17:04,18:18:16,72,1
18:23:15,18:24:16,61,1
18:28:34,18:31:32,178,3
18:34:34,18:35:16,42,1
18:48:12,18:49:16,64,1
19:11:07,19:12:16,69,1
19:14:07,19:15:16,69,1
19:20:21,19:23:32,191,3
19:28:10,19:29:16,66,1
19:31:04,19:32:16,72,1
19:59:17,20:00:16,59,1
20:03:22,20:04:16,54,1
20:13:32,20:14:16,44,1
20:18:26,20:21:24,178,2
20:23:03,20:24:16,73,1
20:25:58,20:29:24,206,2
20:31:27,20:33:24,117,2
20:47:04,20:48:16,72,1
20:51:20,20:52:16,56,1
20:59:41,21:00:16,35,1
21:05:26,21:06:16,50,1
21:19:32,21:20:16,44,1
21:28:16,21:29:16,60,1
21:39:34,21:40:16,42,1
22:10:09,22:11:16,67,1
22:15:05,22:16:16,71,1
22:19:29,22:20:16,47,1
22:25:19,22:26:16,57,1
22:43:25,22:44:16,51,1
23:35:27,23:36:16,49,1
